,id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer
440,5012,1989,Graduation,Married,28691.0,1,0,2013-07-04
441,7495,1948,PhD,Married,56223.0,0,1,2013-12-20
442,5029,1946,Graduation,Married,18100.0,0,0,2013-08-06
443,10642,1989,Graduation,Single,30279.0,1,0,2012-12-30
444,2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17
445,10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13
446,5954,1972,Master,Divorced,42618.0,1,0,2013-10-09
447,1137,1964,Graduation,Single,81246.0,0,0,2013-12-29
448,2541,1976,Graduation,Married,24027.0,1,0,2013-06-09
449,1142,1953,PhD,Married,55707.0,0,1,2013-12-22
450,2276,1955,Graduation,Single,57959.0,0,1,2013-05-02
451,2807,1969,Graduation,Married,56796.0,0,1,2013-02-16
452,6471,1971,Master,Single,36230.0,1,0,2013-10-17
453,6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01
454,6233,1976,Graduation,Married,65991.0,0,1,2012-09-07
455,4148,1972,Graduation,Married,38988.0,1,2,2012-08-20
456,4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15
457,3225,1984,Master,Married,42207.0,1,0,2013-04-01
458,7540,1952,Graduation,Married,50300.0,0,1,2014-05-25
459,10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25
460,1992,1964,Graduation,Married,60597.0,0,1,2014-01-01
461,7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22
462,8594,1958,PhD,Widow,50520.0,0,1,2014-01-28
463,7059,1963,Graduation,Married,80124.0,0,0,2014-06-26
464,2815,1975,Graduation,Married,33183.0,1,0,2014-02-24
465,2416,1969,PhD,Single,66582.0,0,0,2014-03-03
466,7999,1955,PhD,Together,75261.0,0,0,2013-04-23
467,9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31
468,9697,1951,Graduation,Married,53790.0,0,2,2014-03-06
469,3916,1971,PhD,Together,49269.0,1,0,2012-08-15
470,2021,1975,Graduation,Married,61456.0,0,1,2013-03-27
471,1581,1980,Graduation,Married,37406.0,1,0,2013-10-10
472,564,1981,PhD,Together,56937.0,1,0,2012-08-04
473,6619,1978,Graduation,Married,38415.0,1,1,2013-01-02
474,9081,1988,Graduation,Single,20518.0,1,0,2014-05-18
475,178,1956,Graduation,Married,62503.0,0,1,2013-02-18
476,916,1972,PhD,Single,41644.0,1,1,2014-05-09
477,5512,1977,Master,Married,55842.0,0,1,2014-05-23
478,8970,1972,PhD,Married,62010.0,0,1,2012-10-23
479,10581,1977,Graduation,Married,41124.0,1,0,2012-10-31
480,5300,1973,Master,Married,38961.0,1,0,2013-12-30
481,5154,1972,Master,Divorced,37760.0,1,0,2013-08-11
482,8346,1974,Graduation,Single,32233.0,1,0,2012-08-19
483,1676,1975,Graduation,Married,43057.0,0,1,2013-10-30
484,9286,1960,Master,Together,83151.0,0,0,2012-10-10
485,2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14
486,5172,1976,Master,Together,65104.0,0,1,2013-11-14
487,5562,1974,Graduation,Married,60093.0,0,1,2013-06-26
488,3436,1969,Graduation,Married,14045.0,1,0,2014-01-26
489,3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28
490,3403,1958,PhD,Together,78952.0,0,1,2012-09-24
491,22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03
492,10965,1955,Graduation,Together,76005.0,0,0,2013-02-22
493,9426,1964,Master,Single,58308.0,0,1,2013-01-12
494,6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27
495,3136,1962,Master,Divorced,59432.0,0,1,2013-04-13
496,8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05
497,11088,1971,PhD,Together,78642.0,0,1,2013-04-21
498,716,1949,PhD,Together,67911.0,0,1,2014-05-22
499,466,1944,Graduation,Married,65275.0,0,0,2013-04-03
500,9135,1950,Graduation,Together,27203.0,1,1,2012-08-06
501,10623,1961,Master,Together,48330.0,0,1,2013-11-15
502,8151,1990,Basic,Married,24279.0,0,0,2012-12-29
503,5140,1985,PhD,Married,64355.0,1,0,2012-08-24
504,10160,1956,Master,Together,50943.0,0,1,2013-06-21
505,4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07
506,10584,1976,Graduation,Married,65665.0,0,1,2013-12-02
507,6071,1989,Graduation,Single,81217.0,0,0,2013-07-19
508,3386,1992,Graduation,Married,34935.0,0,0,2013-06-21
509,8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16
510,9925,1981,PhD,Together,39665.0,1,0,2013-05-25
511,4320,1979,Graduation,Single,60152.0,0,1,2013-03-28
512,5389,1964,Graduation,Married,48920.0,0,2,2013-10-20
513,6036,1959,Master,Together,89120.0,0,0,2014-03-17
514,182,1946,PhD,Together,44124.0,0,1,2013-05-11
515,203,1975,Master,Single,81169.0,0,0,2013-04-14
516,11025,1961,Graduation,Married,36443.0,1,1,2013-02-03
517,10203,1990,Graduation,Single,26095.0,1,0,2013-06-30
518,4607,1959,Graduation,Together,71367.0,0,0,2013-08-23
519,3711,1944,Master,Married,80184.0,0,0,2014-03-01
520,3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27
521,2532,1987,Master,Single,73454.0,0,0,2014-03-01
522,9214,1991,Graduation,Married,42691.0,0,0,2013-08-16
523,4943,1953,Graduation,Married,70503.0,0,0,2012-09-30
524,35,1987,Graduation,Married,25545.0,1,0,2012-09-08
525,2258,1986,Graduation,Married,32880.0,1,0,2012-12-04
526,4322,1958,PhD,Together,77863.0,0,0,2013-11-27
527,713,1977,Master,Married,50353.0,0,0,2014-06-08
528,4702,1964,Graduation,Single,61839.0,0,0,2012-08-12
529,3281,1960,PhD,Married,49154.0,1,1,2013-11-03
530,702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15
531,2004,1969,Graduation,Single,72679.0,0,1,2013-09-18
532,4769,1977,Master,Together,57954.0,1,1,2014-06-18
533,4437,1962,Graduation,Married,65316.0,1,1,2013-04-24
534,8724,1982,Graduation,Single,28567.0,1,0,2013-06-17
535,10741,1951,Master,Together,47352.0,0,1,2013-04-11
536,1991,1967,Graduation,Together,44931.0,0,1,2014-01-18
537,6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15
538,11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08
539,304,1981,Master,Single,22944.0,1,0,2013-12-23
540,3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07
541,10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06
542,5036,1984,PhD,Single,42710.0,1,0,2012-11-28
543,5547,1982,PhD,Married,84169.0,0,0,2013-08-07
544,7822,1976,Graduation,Together,54058.0,0,1,2013-06-04
545,8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08
546,10955,1964,Graduation,Widow,85620.0,0,0,2014-01-07
547,4368,1980,Graduation,Married,47850.0,1,0,2013-12-03
548,9671,1968,Graduation,Married,19514.0,1,1,2014-01-26
549,2256,1973,Master,Married,27159.0,1,1,2014-03-29
550,4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31
551,5371,1989,Graduation,Single,21474.0,1,0,2014-04-08
552,9240,1971,PhD,Single,60504.0,0,1,2014-02-07
553,9460,1963,Graduation,Married,22419.0,0,0,2013-04-18
554,9504,1949,Master,Married,81698.0,0,0,2013-11-06
555,8692,1952,Graduation,Together,43462.0,1,1,2012-09-12
556,448,1978,PhD,Single,54880.0,1,0,2013-03-01
557,8314,1982,Graduation,Married,79908.0,0,0,2013-04-05
558,8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03
559,3174,1959,Graduation,Together,87771.0,0,1,2013-05-22
560,7685,1978,Graduation,Married,33039.0,1,0,2013-09-09
561,3179,1980,Graduation,Single,81741.0,0,0,2013-06-16
562,9780,1971,Master,Together,71499.0,0,1,2013-06-25
563,10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15
564,10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05
565,4184,1950,PhD,Together,52157.0,0,1,2014-06-07
566,9120,1962,Graduation,Single,66565.0,0,1,2012-12-05
567,891,1951,Master,Together,29298.0,1,1,2013-09-07
568,10381,1979,Graduation,Single,47691.0,0,1,2013-07-05
569,3525,1970,Graduation,Together,38200.0,1,1,2012-12-07
570,6818,1974,Graduation,Married,44989.0,0,1,2012-09-12
571,3526,1968,PhD,Married,38443.0,1,1,2014-01-27
572,8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13
573,1029,1970,PhD,Together,64413.0,0,1,2013-08-01
574,7369,1981,Master,Married,36959.0,1,0,2013-10-02
575,2574,1977,PhD,Married,61996.0,0,1,2013-01-31
576,8159,1968,Graduation,Married,51287.0,1,1,2014-04-01
577,1160,1970,Graduation,Married,13260.0,1,1,2013-08-23
578,10242,1966,PhD,Together,47472.0,1,1,2013-09-16
579,5253,1956,Master,Together,54603.0,1,1,2013-07-09
580,5966,1974,PhD,Married,45207.0,1,1,2012-11-10
581,5314,1951,Graduation,Together,40689.0,0,1,2013-03-18
582,5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20
583,5123,1951,Master,Married,27450.0,0,0,2013-04-15
584,5756,1983,Graduation,Together,39453.0,1,0,2014-04-03
585,8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18
586,9058,1955,Graduation,Widow,79800.0,0,0,2012-09-23
587,5057,1961,Master,Married,61794.0,0,1,2013-09-14
588,254,1955,Graduation,Together,53863.0,0,1,2014-05-17
589,4179,1959,Graduation,Together,24221.0,0,0,2013-08-20
590,3710,1984,PhD,Single,39684.0,1,0,2012-10-12
591,7627,1975,Master,Married,92163.0,0,0,2012-12-12
592,4501,1965,Master,Single,69882.0,0,0,2013-11-10
593,6424,1977,Graduation,Together,33178.0,1,0,2014-01-30
594,3075,1972,PhD,Married,59973.0,0,0,2013-09-11
595,4992,1975,Master,Together,17459.0,1,0,2013-09-19
596,5252,1969,Graduation,Divorced,23910.0,1,0,2012-10-26
597,7444,1969,Master,Married,42169.0,1,1,2013-10-19
598,6919,1978,2n Cycle,Married,26224.0,1,0,2013-06-04
599,3537,1981,Graduation,Together,31089.0,1,0,2012-08-17
600,10277,1961,Graduation,Single,30081.0,0,1,2013-02-21
601,2453,1960,Graduation,Together,62807.0,0,1,2012-08-31
602,7972,1955,Graduation,Single,72906.0,0,0,2013-09-17
603,895,1948,PhD,Married,61467.0,0,2,2012-12-09
604,1177,1966,Master,Together,49618.0,1,1,2013-01-26
605,7141,1986,Master,Single,21888.0,1,0,2012-12-29
606,7232,1973,Graduation,Widow,42429.0,0,1,2014-02-11
607,8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11
608,2457,1975,Basic,Married,30801.0,0,1,2012-10-26
609,988,1965,Graduation,Married,81168.0,0,0,2014-05-07
610,7930,1969,Master,Single,26877.0,0,0,2013-08-19
611,4587,1944,Master,Widow,45006.0,0,0,2013-07-18
612,6682,1973,Basic,Married,18978.0,1,0,2012-12-11
613,6222,1967,Graduation,Married,22574.0,2,1,2013-10-28
614,10299,1969,PhD,Single,48240.0,0,0,2012-11-09
615,3083,1974,Graduation,Married,45837.0,1,1,2013-07-26
616,8953,1965,Master,Single,35791.0,2,1,2013-05-06
617,1503,1976,PhD,Together,162397.0,1,1,2013-06-03
618,8650,1978,Graduation,Widow,54162.0,1,1,2013-03-18
619,10862,1960,Master,Married,30522.0,0,1,2012-08-17
620,2782,1961,PhD,Married,54456.0,0,1,2013-07-11
621,6941,1971,Graduation,Single,31632.0,0,0,2013-07-14
622,10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10
623,10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28
624,6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03
625,3641,1976,Graduation,Married,13624.0,1,0,2013-01-20
626,10156,1975,Graduation,Single,84196.0,0,1,2013-06-03
627,4299,1960,Graduation,Together,70971.0,0,1,2012-09-21
628,3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06
629,5063,1977,Graduation,Single,28769.0,1,0,2012-12-18
630,10727,1970,PhD,Married,69084.0,1,0,2013-11-19
631,9624,1958,PhD,Together,65488.0,0,0,2014-06-13
632,5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15
633,4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15
634,8923,1973,Graduation,Single,83917.0,0,0,2013-04-18
635,8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10
636,6945,1952,Graduation,Single,84574.0,0,0,2013-06-04
637,944,1962,Graduation,Married,56181.0,0,1,2013-01-08
638,1907,1950,Master,Divorced,63120.0,0,1,2012-09-28
639,701,1971,Graduation,Married,73691.0,0,1,2013-11-06
640,3856,1960,Graduation,Together,63381.0,0,1,2012-10-05
641,4149,1948,PhD,Together,76140.0,0,0,2014-05-13
642,2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30
643,2942,1964,Graduation,Single,45906.0,0,1,2013-05-07
644,1173,1947,Master,Together,77632.0,0,0,2013-03-10
645,4381,1971,PhD,Married,46463.0,1,1,2013-08-18
646,4611,1970,Graduation,Together,105471.0,0,0,2013-01-21
647,3376,1970,Master,Divorced,55282.0,1,0,2013-12-13
648,4679,1977,Master,Married,78710.0,0,1,2014-05-23
649,10928,1958,Graduation,Together,66886.0,0,1,2013-09-16
650,4248,1960,Master,Single,98777.0,0,0,2014-02-17
651,6728,1985,Graduation,Together,29103.0,1,0,2012-08-27
652,6661,1974,Graduation,Married,67445.0,0,1,2012-08-12
653,4725,1950,PhD,Together,50616.0,0,1,2014-04-13
654,3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03
655,5555,1975,Graduation,Divorced,153924.0,0,0,2014-02-07
656,2564,1953,Graduation,Together,61278.0,0,1,2014-01-04
657,946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22
658,3867,1947,PhD,Together,73059.0,0,1,2013-08-31
659,6940,1966,PhD,Single,46734.0,1,2,2013-10-21
660,55,1963,Graduation,Together,56253.0,0,1,2012-12-07
661,7093,1985,Graduation,Married,19986.0,1,0,2013-11-14
662,5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25
663,1777,1980,Basic,Married,25965.0,0,0,2012-09-07
664,8162,1956,Master,Together,14661.0,0,0,2013-01-01
665,10826,1959,Graduation,Married,18690.0,0,0,2012-12-28
666,8754,1974,PhD,Together,45068.0,0,1,2013-05-16
667,1987,1987,Basic,Single,21063.0,1,0,2013-09-25
668,11007,1968,PhD,Married,29187.0,1,0,2013-05-09
669,7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07
670,9153,1964,PhD,Married,59304.0,0,1,2013-07-29
671,10379,1962,Master,Single,59247.0,0,2,2013-11-08
672,9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12
673,3197,1980,Graduation,Married,77353.0,0,1,2013-12-16
674,2920,1975,PhD,Single,52614.0,0,1,2012-12-01
675,6961,1974,Graduation,Married,26751.0,2,0,2014-05-22
676,4673,1963,PhD,Married,81300.0,0,1,2012-10-30
677,9937,1979,Graduation,Single,70337.0,0,0,2014-01-02
678,8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16
679,9596,1980,PhD,Single,65295.0,0,0,2013-12-23
680,2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18
681,4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30
682,75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25
683,10120,1955,Graduation,Together,38946.0,0,1,2013-10-24
684,6327,1967,Graduation,Together,65777.0,0,0,2013-12-19
685,10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07
686,9826,1972,PhD,Single,86857.0,0,0,2012-09-12
687,1501,1982,PhD,Married,160803.0,0,0,2012-08-04
688,10767,1989,PhD,Together,77845.0,0,0,2014-05-16
689,7279,1969,PhD,Together,69476.0,0,0,2013-09-30
690,7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04
691,143,1970,Graduation,Single,61209.0,0,0,2013-08-25
692,450,1958,Master,Together,42315.0,0,1,2013-07-12
693,9316,1952,Basic,Together,13084.0,0,0,2013-11-02
694,6379,1949,Master,Widow,47570.0,1,1,2013-05-29
695,9239,1961,Master,Married,61923.0,0,2,2013-07-26
696,8315,1995,Graduation,Single,34824.0,0,0,2014-03-26
697,2868,1949,PhD,Single,26518.0,1,1,2013-04-08
698,10888,1961,Graduation,Single,45938.0,0,0,2013-11-03
699,1277,1960,Graduation,Together,78468.0,0,0,2014-04-09
700,9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17
701,10196,1978,Graduation,Married,71427.0,2,0,2014-03-12
702,6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11
703,8029,1988,Master,Single,90247.0,0,0,2014-04-29
704,968,1968,Master,Divorced,41335.0,1,0,2013-12-26
705,6988,1986,Graduation,Married,71952.0,1,0,2013-01-10
706,4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27
707,6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10
708,3336,1948,PhD,Together,66375.0,0,1,2013-11-21
709,4301,1971,Master,Married,35178.0,1,0,2013-01-10
710,1940,1986,Graduation,Married,25252.0,1,0,2013-07-12
711,1272,1965,Master,Single,55250.0,0,1,2012-10-21
712,1388,1975,Graduation,Single,33249.0,1,0,2013-02-20
713,1044,1953,Graduation,Together,58398.0,0,0,2013-05-14
714,6969,1982,Graduation,Together,50272.0,1,0,2013-08-07
715,10479,1975,PhD,Married,76618.0,0,0,2012-12-07
716,3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23
717,1715,1978,Graduation,Together,25851.0,1,0,2013-02-11
718,10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31
719,1463,1958,Graduation,Single,45160.0,1,1,2014-03-29
720,5114,1965,Master,Married,74806.0,0,1,2012-12-19
721,4990,1954,Graduation,Married,59111.0,0,0,2013-05-02
722,4329,1984,PhD,Married,18988.0,1,0,2014-05-23
723,10936,1965,Graduation,Married,72190.0,0,0,2013-02-13
724,4692,1976,Graduation,Married,7500.0,1,0,2012-08-01
725,7212,1966,Graduation,Married,44794.0,0,1,2014-06-08
726,6086,1955,Graduation,Married,80395.0,0,0,2013-11-23
727,437,1976,Master,Divorced,75012.0,0,0,2014-01-25
728,11171,1965,Master,Married,56962.0,2,1,2013-10-11
729,11101,1991,Graduation,Together,89891.0,0,0,2013-04-15
730,5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27
731,610,1953,PhD,Together,53593.0,1,1,2012-08-07
732,9384,1978,Graduation,Married,66373.0,1,1,2013-06-12
733,5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16
734,10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09
735,7875,1949,Graduation,Married,72025.0,0,0,2014-04-29
736,7072,1973,Graduation,Married,67432.0,0,1,2013-03-29
737,6255,1952,Master,Together,70545.0,0,1,2014-06-03
738,6516,1989,Basic,Married,17487.0,1,0,2013-03-18
739,5564,1969,Graduation,Together,62882.0,0,1,2012-08-09
740,5682,1953,PhD,Single,64108.0,0,1,2013-03-23
741,7458,1956,Master,Together,34941.0,1,1,2013-03-06
742,5237,1950,PhD,Single,48767.0,1,2,2014-01-01
743,7761,1978,2n Cycle,Together,38702.0,1,0,2013-08-01
744,5278,1964,Graduation,Married,82224.0,0,0,2014-01-25
745,3560,1952,Graduation,Together,83844.0,0,0,2013-05-12
746,7235,1975,2n Cycle,Married,17003.0,1,0,2013-12-09
747,10548,1995,Graduation,Single,71163.0,0,0,2014-03-09
748,2281,1970,Graduation,Single,33697.0,1,0,2013-09-15
749,4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29
750,6974,1972,PhD,Together,83443.0,0,0,2013-12-31
751,7938,1958,PhD,Together,51518.0,0,1,2013-10-03
752,7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25
753,3667,1969,Graduation,Married,80952.0,0,0,2013-02-28
754,7723,1979,Graduation,Together,75507.0,0,0,2014-05-02
755,3870,1978,2n Cycle,Together,63855.0,0,0,2013-02-09
756,4012,1972,PhD,Together,62220.0,0,1,2012-08-11
757,5909,1964,Graduation,Married,58512.0,0,1,2013-09-19
758,10470,1979,Master,Married,40662.0,1,0,2013-03-15
759,6488,1959,PhD,Married,38829.0,0,1,2014-04-06
760,10270,1981,2n Cycle,Married,35523.0,1,0,2013-10-03
761,6887,1967,Graduation,Single,79146.0,1,1,2014-04-24
762,6406,1988,Master,Married,78285.0,0,0,2013-10-28
763,7573,1978,PhD,Single,31626.0,1,0,2013-05-10
764,4508,1952,Graduation,Single,75127.0,0,0,2014-05-22
765,221,1955,Graduation,Married,48726.0,0,1,2013-04-27
766,5331,1977,Graduation,Married,74985.0,0,0,2012-09-11
767,1911,1987,Graduation,Together,67430.0,0,0,2012-09-05
768,20,1965,2n Cycle,Married,46891.0,0,1,2013-09-01
769,8786,1956,Master,Married,62058.0,0,1,2013-05-26
770,10582,1979,Graduation,Married,72063.0,0,1,2013-07-03
771,1915,1951,PhD,Married,78939.0,0,0,2013-12-12
772,8897,1965,Graduation,Single,42720.0,1,1,2013-04-24
773,2371,1972,Graduation,Married,33622.0,1,1,2013-04-13
774,4303,1957,PhD,Together,6835.0,0,1,2012-12-08
775,6825,1953,Graduation,Together,41452.0,1,1,2013-03-06
776,1072,1965,PhD,Single,40760.0,0,1,2013-08-30
777,4964,1958,PhD,Together,74250.0,0,0,2014-01-26
778,2461,1955,Master,Single,51124.0,1,1,2013-12-18
779,10736,1971,Graduation,Single,72258.0,0,1,2013-09-12
780,3194,1974,PhD,Single,71466.0,0,0,2014-04-05
781,10839,1976,Graduation,Together,36283.0,1,1,2014-04-14
782,49,1970,Graduation,Single,20587.0,1,0,2014-05-11
783,4290,1972,Graduation,Married,30467.0,1,0,2014-03-19
784,10219,1972,Graduation,Together,31590.0,1,0,2013-06-18
785,4211,1986,Basic,Married,20425.0,1,0,2012-10-29
786,1135,1960,Master,Together,17144.0,1,1,2014-02-15
787,6299,1968,PhD,Divorced,42564.0,0,1,2013-01-02
788,10846,1978,Master,Married,43783.0,1,0,2014-05-29
789,347,1976,Graduation,Divorced,40780.0,0,1,2012-09-08
790,6543,1945,Master,Together,62847.0,0,0,2013-01-15
791,10446,1957,PhD,Married,82017.0,0,0,2012-11-07
792,3479,1950,Graduation,Single,16813.0,0,0,2013-07-19
793,11075,1978,Graduation,Married,51267.0,1,1,2013-10-29
794,4442,1961,Graduation,Single,46524.0,0,1,2013-04-05
795,199,1962,Master,Single,45183.0,0,0,2013-01-20
796,6722,1954,PhD,Married,70421.0,0,1,2014-06-28
797,796,1965,2n Cycle,Divorced,60161.0,0,1,2012-10-23
798,3749,1973,Graduation,Together,73926.0,0,0,2013-03-02
799,8523,1968,Graduation,Married,19329.0,1,0,2013-12-14
800,310,1970,Master,Married,61872.0,0,1,2013-12-13
801,8629,1956,Graduation,Widow,46984.0,1,1,2013-03-26
802,236,1951,Graduation,Married,34838.0,1,1,2013-01-19
803,9930,1944,PhD,Single,82716.0,0,0,2013-11-05
804,3483,1958,Graduation,Married,48192.0,0,0,2013-04-06
805,4599,1976,Master,Married,49681.0,0,2,2013-11-04
806,7326,1971,Master,Married,56850.0,0,1,2014-03-23
807,7352,1957,Graduation,Married,55267.0,0,1,2013-10-21
808,2350,1972,Graduation,Married,59666.0,1,1,2013-03-22
809,9145,1972,Graduation,Single,72504.0,0,1,2013-04-06
810,2964,1981,Graduation,Married,26872.0,0,0,2013-10-16
811,5585,1972,Graduation,Single,21359.0,1,0,2013-04-20
812,9687,1975,Graduation,Single,73170.0,0,0,2014-05-31
813,3732,1955,Master,Married,52750.0,0,1,2013-02-04
814,6303,1986,PhD,Together,91820.0,0,0,2013-11-23
815,11176,1970,PhD,Together,65968.0,0,1,2014-05-12
816,2986,1976,Graduation,Married,30772.0,1,1,2014-03-12
817,7462,1954,Graduation,Single,22507.0,0,0,2012-11-24
818,3900,1972,Graduation,Married,65685.0,0,1,2014-03-29
819,7034,1978,2n Cycle,Married,25804.0,1,0,2013-09-01
820,9493,1980,PhD,Single,76412.0,0,0,2013-05-05
821,1143,1972,Graduation,Married,22063.0,1,0,2013-08-08
822,1,1961,Graduation,Single,57091.0,0,0,2014-06-15
823,3855,1963,Graduation,Married,22419.0,0,0,2013-04-18
824,5536,1959,Graduation,Together,87771.0,0,1,2013-05-22
825,5989,1959,2n Cycle,Divorced,78353.0,0,1,2013-04-16
826,9499,1954,Graduation,Married,93404.0,1,2,2013-05-07
827,6768,1962,Graduation,Divorced,37859.0,1,2,2013-01-12
828,2150,1958,PhD,Widow,80995.0,0,1,2013-05-11
829,6646,1984,Graduation,Together,16529.0,1,0,2014-03-01
830,4887,1976,PhD,Divorced,55412.0,1,1,2013-11-22
831,8560,1992,Graduation,Single,48789.0,0,0,2012-09-10
832,3321,1967,PhD,Together,56575.0,0,2,2013-05-05
833,11003,1980,2n Cycle,Together,25130.0,1,0,2013-10-02
834,10402,1967,Graduation,Married,35441.0,1,1,2013-02-14
835,9904,1956,Graduation,Married,71391.0,0,1,2013-03-29
836,6141,1972,Master,Single,49494.0,1,0,2013-04-25
837,5687,1980,Graduation,Divorced,81702.0,0,0,2012-09-23
838,10856,1980,2n Cycle,Single,45889.0,0,1,2013-07-02
839,5121,1977,Graduation,Single,56628.0,0,1,2014-03-21
840,4186,1950,Graduation,Together,34026.0,1,1,2013-08-05
841,368,1974,Graduation,Married,40049.0,0,1,2012-11-29
842,3312,1988,Graduation,Single,34176.0,1,0,2014-05-12
843,11121,1981,Graduation,Married,19419.0,1,0,2012-11-10
844,5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27
845,5848,1970,Graduation,Together,81205.0,0,0,2014-01-13
846,10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29
847,5935,1956,Master,Single,55284.0,0,1,2012-12-24
848,2895,1963,Graduation,Single,49980.0,0,1,2013-10-23
849,10262,1980,Graduation,Married,15072.0,2,0,2013-05-10
850,7848,1974,Graduation,Single,49166.0,0,1,2013-06-13
851,9477,1954,PhD,Married,65324.0,0,1,2014-01-11
852,4856,1957,2n Cycle,Married,82347.0,0,0,2012-11-06
853,7186,1966,PhD,Together,30843.0,1,1,2014-05-26
854,5794,1974,PhD,Married,46374.0,0,1,2014-03-17
855,1456,1979,Graduation,Single,60474.0,0,1,2013-04-01
856,4877,1973,Master,Married,38576.0,0,1,2014-03-04
857,425,1985,Graduation,Married,55357.0,2,0,2013-02-19
858,3007,1966,Graduation,Together,37758.0,1,1,2012-10-04
859,1031,1989,2n Cycle,Married,85710.0,0,0,2013-05-05
860,4297,1969,Graduation,Together,23228.0,1,0,2014-01-26
861,807,1969,Master,Together,44602.0,1,1,2014-02-15
862,9553,1987,Graduation,Married,7500.0,0,0,2013-01-09
863,4271,1989,2n Cycle,Together,38683.0,1,0,2012-10-04
864,4120,1975,2n Cycle,Single,49514.0,1,0,2013-12-17
865,2036,1973,PhD,Together,57906.0,0,1,2013-06-11
866,115,1966,Master,Single,43456.0,0,1,2013-03-26
867,4259,1986,Master,Single,19485.0,2,0,2013-09-24
868,8687,1978,Graduation,Together,53172.0,0,1,2013-05-06
869,2447,1979,Graduation,Together,30545.0,1,0,2012-10-17
870,10140,1983,PhD,Together,70123.0,0,0,2013-09-28
871,9353,1959,Graduation,Single,62450.0,0,1,2014-01-06
872,3623,1976,Graduation,Together,21675.0,1,0,2014-06-11
873,738,1981,2n Cycle,Single,42395.0,1,1,2014-04-04
874,7631,1978,Master,Together,61346.0,1,0,2013-10-06
875,4789,1953,Graduation,Together,80812.0,0,0,2013-09-17
876,773,1971,Master,Divorced,42835.0,1,1,2013-06-30
877,10602,1983,Graduation,Married,39922.0,1,0,2013-02-14
878,1446,1956,Master,Single,86424.0,0,0,2014-04-05
