,id,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods
819,7034,8,7,9,13,6,12
820,9493,840,53,804,23,71,17
821,1143,7,10,13,3,11,11
822,1,464,5,64,7,0,37
823,3855,30,3,47,19,21,42
824,5536,1492,38,287,50,57,33
825,5989,752,122,476,39,153,34
826,9499,1279,15,287,20,0,15
827,6768,22,1,8,2,1,2
828,2150,860,28,409,73,56,56
829,6646,3,0,5,13,0,1
830,4887,10,5,28,11,1,8
831,8560,351,16,156,7,5,145
832,3321,421,5,90,0,16,10
833,11003,2,5,7,0,18,18
834,10402,25,1,9,2,1,1
835,9904,336,123,274,46,123,141
836,6141,191,9,97,0,6,82
837,5687,563,50,774,28,31,187
838,10856,31,0,6,0,1,8
839,5121,479,5,82,7,17,171
840,4186,18,6,15,12,8,17
841,368,91,65,52,10,44,28
842,3312,5,7,24,19,14,20
843,11121,2,14,28,16,3,7
844,5332,362,50,431,134,35,54
845,5848,724,74,929,97,55,130
846,10343,605,91,399,0,45,205
847,5935,547,7,140,0,7,63
848,2895,104,1,54,13,9,14
849,10262,8,2,15,0,10,18
850,7848,224,2,25,7,0,110
851,9477,384,0,102,21,32,5
852,4856,556,54,845,202,133,63
853,7186,24,0,2,0,0,9
854,5794,408,0,21,0,0,17
855,1456,265,199,303,234,9,170
856,4877,34,0,7,0,0,0
857,425,374,64,116,84,25,64
858,3007,27,2,10,0,0,1
859,1031,600,20,350,29,30,33
860,4297,13,2,18,6,1,0
861,807,167,2,89,0,0,34
862,9553,0,2,3,4,1,5
863,4271,46,35,69,84,41,66
864,4120,88,39,78,58,13,93
865,2036,243,11,119,10,3,15
866,115,275,11,68,25,7,7
867,4259,6,0,4,0,0,0
868,8687,121,62,90,68,20,125
869,2447,4,12,15,19,7,12
870,10140,1308,0,396,23,0,0
871,9353,515,47,267,62,66,38
872,3623,4,0,16,17,4,4
873,738,48,13,57,24,15,25
874,7631,562,58,168,43,16,142
875,4789,769,22,500,210,143,33
876,773,379,4,93,12,9,98
877,10602,29,12,59,19,1,36
878,1446,387,68,569,89,45,68
879,3270,12,23,38,30,18,7
880,8443,6,10,12,3,15,40
881,9653,27,1,14,4,1,21
882,8916,9,1,5,0,0,1
883,8017,22,0,19,6,5,3
884,5830,899,102,838,133,102,40
885,4597,889,55,685,168,92,129
886,7023,189,2,55,0,5,12
887,8086,48,0,2,0,0,5
888,8825,230,14,156,82,24,58
889,2930,852,60,207,78,36,48
890,1928,35,3,20,4,1,20
891,7108,205,20,47,23,2,56
892,10925,255,31,446,40,56,175
893,9960,0,0,1,8,3,2
894,8800,437,8,206,160,49,42
895,9224,825,8,53,11,0,242
896,5519,316,58,161,76,51,135
897,5046,756,138,354,160,169,61
898,7037,194,55,134,15,0,3
899,905,7,17,18,6,10,26
900,8624,183,33,493,59,103,57
901,8945,171,0,11,0,1,20
902,6445,243,101,405,29,40,40
903,2727,181,21,69,39,3,96
904,6404,151,7,89,0,7,28
905,11074,494,92,391,194,11,241
906,10150,464,28,873,29,18,37
907,1968,5,1,5,10,0,7
908,6534,29,0,29,0,5,4
909,9485,102,9,49,24,3,12
910,7053,604,28,674,91,28,28
911,4654,571,12,523,63,60,24
912,9760,953,0,71,0,0,174
913,1048,63,3,67,8,9,28
914,10619,770,29,890,250,27,24
915,9308,398,61,265,138,61,53
916,10505,741,19,154,50,9,28
917,8362,1478,19,403,0,19,0
918,2625,156,29,56,30,32,47
919,4637,960,64,464,146,0,16
920,9972,38,0,2,0,0,6
921,4483,315,26,473,220,12,182
922,4487,15,20,25,2,7,26
923,4988,19,6,20,0,5,12
924,8931,812,99,431,237,149,33
925,5871,73,28,217,10,24,115
926,2008,372,23,384,250,12,108
927,3139,871,111,704,145,55,166
928,10037,375,152,335,93,91,81
929,10673,760,80,466,17,13,80
930,5303,471,0,510,99,21,12
931,538,31,9,27,16,9,33
932,7922,819,0,72,12,0,63
933,5692,1,4,3,8,9,7
934,4843,203,35,305,46,17,227
935,6383,26,0,15,2,1,2
936,1628,354,21,311,167,75,32
937,1204,1253,0,447,23,71,35
938,3673,371,17,238,23,24,106
939,760,588,7,76,110,15,15
940,8957,480,86,249,75,86,144
941,4128,517,12,54,16,6,120
942,6810,267,98,606,48,70,98
943,5386,1111,24,790,160,45,172
944,8700,7,7,14,7,16,15
945,3202,1166,0,48,0,0,36
946,1328,261,42,144,55,48,133
947,8405,135,25,51,23,25,46
948,6515,6,2,18,2,8,14
949,2882,711,28,142,49,18,47
950,7574,11,0,13,2,4,11
951,6387,42,0,17,0,0,18
952,5320,79,7,58,6,3,18
953,5048,20,6,43,19,5,38
954,8146,30,0,8,2,0,14
955,10031,20,2,23,3,1,4
956,5748,115,27,44,4,146,139
957,2134,263,5,233,69,41,83
958,1523,69,2,15,2,2,6
959,9665,267,3,30,4,0,57
960,4640,561,85,171,25,123,114
961,3635,492,0,37,7,0,42
962,3547,14,7,9,6,16,12
963,2456,80,4,46,0,17,2
964,5633,97,12,84,13,10,15
965,7801,197,107,227,7,59,131
966,10489,693,21,925,31,24,84
967,7011,43,2,27,0,9,12
968,2620,14,0,2,0,0,7
969,3933,186,36,234,86,72,48
970,10981,434,137,400,45,137,45
971,1734,59,0,11,4,2,5
972,10995,16,5,30,8,7,26
973,6357,230,35,75,63,57,31
974,9209,829,138,430,60,92,15
975,10286,318,8,407,150,35,8
976,2611,1206,55,445,168,18,18
977,1600,292,3,77,10,3,26
978,3308,30,9,12,2,11,30
979,5407,729,17,133,11,0,195
980,2166,12,1,3,0,0,7
981,3955,2,1,1,1,0,1
982,6634,22,3,18,0,0,11
983,3056,587,43,337,42,87,54
984,5718,674,168,108,192,42,231
985,6872,284,3,84,4,7,23
986,8164,1023,93,651,49,55,37
987,4580,1394,22,708,89,91,182
988,9305,311,26,640,180,37,121
989,453,27,0,12,0,1,5
990,8545,1296,17,311,45,69,51
991,9850,3,6,7,0,0,3
992,7378,393,5,136,7,5,27
993,7646,218,63,282,137,35,70
994,1640,66,0,16,0,6,20
995,5184,4,2,11,2,0,4
996,8492,795,0,545,95,58,0
997,11188,15,10,19,8,17,20
998,1212,384,25,292,130,41,64
999,9097,244,8,32,7,2,50
1000,10473,158,19,288,25,0,38
1001,7962,1285,21,449,106,20,20
1002,9984,349,16,144,28,5,182
1003,5527,4,12,11,3,13,15
1004,6374,223,2,31,0,2,39
1005,7453,157,43,127,68,56,37
1006,8952,397,46,288,20,38,70
1007,241,901,31,345,75,31,191
1008,8975,14,3,21,2,1,28
1009,6119,10,0,3,0,0,4
1010,5236,1230,0,396,232,178,158
1011,5723,81,1,31,2,1,0
1012,1710,154,20,66,0,12,27
1013,1970,63,0,21,7,0,12
1014,5313,30,0,11,0,0,3
1015,10634,90,67,165,30,43,11
1016,7010,635,114,254,132,152,76
1017,8562,127,4,73,15,6,11
1018,3158,13,3,6,6,5,6
1019,4436,18,42,24,15,20,18
1020,5287,45,2,26,4,1,1
1021,2445,38,1,24,0,0,0
1022,6059,986,36,168,16,0,108
1023,4550,61,0,3,0,0,7
1024,4240,4,9,16,17,0,12
1025,8911,201,53,172,116,77,83
1026,3706,19,8,29,0,12,26
1027,3628,4,8,11,19,12,26
1028,10175,18,0,2,0,0,2
1029,8985,806,80,161,120,11,33
1030,5204,380,98,733,110,112,28
1031,9220,576,172,961,125,115,19
1032,9888,458,81,356,106,50,40
1033,5263,5,10,13,3,8,16
1034,1020,350,60,568,110,133,145
1035,9503,39,33,130,41,26,44
1036,10613,26,1,16,2,2,15
1037,67,68,0,16,0,0,8
1038,6019,45,3,9,4,4,7
1039,5863,359,0,134,13,26,123
1040,3717,403,24,29,6,24,218
1041,6730,34,1,14,0,0,5
1042,10749,73,18,66,7,12,2
1043,4998,292,30,415,63,33,200
1044,6287,14,0,16,0,0,6
1045,5985,80,1,37,0,1,3
1046,4754,30,11,33,13,6,29
1047,4002,463,96,333,168,53,10
1048,8870,75,12,141,43,39,187
1049,966,538,13,91,17,6,26
1050,4767,635,114,254,132,152,76
1051,9725,8,0,3,0,0,1
1052,4475,1315,22,780,145,0,178
1053,5740,4,2,12,7,5,26
1054,5731,12,0,13,2,0,10
1055,7290,347,44,534,17,0,26
1056,3846,192,5,53,0,5,15
1057,8104,241,0,12,0,0,25
1058,4507,631,28,491,30,14,56
1059,11013,336,28,282,184,54,54
1060,4491,1099,0,45,0,0,34
1061,3759,743,19,181,12,0,200
1062,1162,124,83,267,85,59,35
1063,2055,15,0,8,4,2,20
1064,10766,397,19,69,12,0,9
1065,4415,10,4,4,3,3,14
1066,3005,530,117,678,134,44,147
1067,2223,1215,33,249,64,116,149
1068,4817,3,2,7,0,4,2
1069,2875,444,44,382,11,8,17
1070,10536,26,0,15,2,1,2
1071,11112,736,114,279,82,76,190
1072,3807,473,21,176,19,21,56
1073,9197,32,0,5,2,0,8
1074,10832,288,10,30,4,10,125
1075,6421,1050,178,555,77,138,118
1076,4207,1001,44,107,58,44,44
1077,577,9,1,7,0,3,2
1078,10855,234,14,77,19,10,42
1079,3081,7,2,6,2,0,3
1080,3535,251,108,334,65,92,117
1081,247,172,10,125,21,13,16
1082,8707,565,42,548,64,83,99
1083,9523,5,0,8,2,0,0
1084,6072,918,57,842,99,38,133
1085,6295,652,8,158,21,0,142
1086,10914,4,1,7,2,1,2
1087,1509,152,27,103,106,54,81
1088,5577,8,0,9,2,1,3
1089,7348,336,130,411,240,32,43
1090,1127,938,19,843,25,95,38
1091,1833,68,8,18,19,8,12
1092,4944,227,23,389,42,21,75
1093,9080,38,4,22,3,3,3
1094,6466,105,0,9,2,1,4
1095,9964,162,50,100,55,30,27
1096,4790,574,8,216,21,16,33
1097,10245,160,80,369,67,39,41
1098,1109,6,0,5,0,0,1
1099,6001,614,35,160,58,35,35
1100,5538,897,161,430,186,161,27
1101,10552,70,54,109,80,9,45
1102,1545,120,19,206,25,19,54
1103,7409,211,2,30,7,7,10
1104,4444,11,0,16,7,6,21
1105,146,760,53,400,17,93,0
1106,6271,53,0,8,0,0,2
1107,10065,7,4,13,15,8,17
1108,4741,391,32,70,21,32,16
1109,246,199,9,57,20,21,6
1110,375,516,56,449,86,33,16
1111,1524,709,45,115,30,160,45
1112,10022,12,0,4,0,0,0
1113,7451,1000,19,711,125,115,38
1114,11010,19,3,18,3,1,0
1115,4356,1224,28,140,0,14,168
1116,3885,16,2,18,3,0,24
1117,1175,88,39,54,64,28,153
1118,880,2,23,11,8,6,46
1119,2320,508,11,59,23,5,29
1120,850,381,28,215,84,28,21
1121,4713,74,0,42,2,1,6
1122,675,146,0,93,7,13,73
1123,5025,23,17,23,43,20,9
1124,2308,110,5,137,26,23,29
1125,5995,165,3,147,4,24,41
1126,6749,957,47,494,82,47,95
1127,1010,41,0,17,3,1,16
1128,8977,1,3,4,2,3,11
1129,4756,176,29,818,0,33,112
1130,3412,815,8,53,11,0,70
1131,606,6,1,2,2,0,4
1132,5961,8,4,20,6,3,16
1133,2975,717,42,864,219,30,84
1134,2894,1067,138,750,0,19,39
1135,7613,166,5,107,11,8,29
1136,10542,29,4,34,2,4,4
1137,8015,714,76,395,116,0,12
1138,10617,8,4,10,2,2,4
1139,11166,229,5,56,3,2,20
1140,849,320,48,133,39,72,48
1141,523,23,0,26,7,15,3
1142,4066,1,5,8,4,8,20
1143,8414,56,0,12,0,0,18
1144,819,508,124,249,50,38,134
1145,4961,29,0,25,2,2,3
1146,749,46,7,59,2,4,27
1147,5430,454,0,171,8,19,32
1148,7755,350,3,39,0,0,19
1149,10525,10,0,8,0,0,9
1150,1453,735,40,183,52,20,30
1151,8310,897,126,196,91,112,37
1152,10710,5,2,3,3,0,5
1153,5031,777,35,731,39,137,114
1154,2613,162,6,37,6,13,13
1155,213,35,0,11,0,0,2
1156,967,342,9,112,19,14,19
1157,1077,258,105,239,237,172,9
1158,7959,658,80,483,123,13,13
1159,640,356,80,329,138,17,106
1160,4252,213,5,28,7,7,41
1161,8432,454,0,171,8,19,32
1162,6218,457,4,29,0,0,9
1163,6905,241,45,604,34,26,54
1164,5922,210,0,6,0,0,2
1165,3598,441,35,83,7,29,11
1166,6116,19,13,18,10,7,8
1167,6263,28,9,37,12,7,13
1168,10486,476,75,162,29,151,97
1169,2410,364,40,425,158,60,50
1170,193,0,0,2,3,3,8
1171,3363,0,6,3,7,6,12
1172,8278,863,83,547,86,99,33
1173,10660,349,7,35,0,0,47
1174,8686,5,23,15,0,18,14
1175,1604,184,2,19,8,8,4
1176,5907,8,0,8,0,0,2
1177,10669,277,21,64,62,21,25
1178,2918,44,5,19,0,4,19
1179,5735,1156,120,915,94,144,96
1180,359,373,14,83,6,9,19
1181,8387,134,8,76,6,0,11
1182,1829,1148,0,60,0,0,24
1183,3839,6,12,3,21,6,40
1184,9392,4,1,11,0,0,1
1185,2292,5,4,8,2,0,5
1186,10466,24,2,20,2,2,10
1187,9855,899,0,101,0,0,20
1188,4088,108,1,28,13,1,4
1189,5231,27,2,7,0,2,13
1190,590,816,66,549,216,66,99
1191,8732,1298,0,70,37,14,42
1192,2315,10,0,11,17,29,29
1193,3515,87,13,34,10,6,10
1194,2245,57,2,51,4,2,23
1195,6283,635,15,100,20,7,131
1196,2246,43,12,23,29,15,61
1197,6606,964,34,137,15,0,11
1198,5545,572,8,259,34,35,80
1199,7342,341,142,113,259,151,66
1200,837,63,6,57,13,13,22
1201,9500,221,104,169,102,78,84
1202,3602,140,3,29,4,5,14
1203,234,1,2,8,4,3,13
1204,2995,291,10,689,84,10,0
1205,1118,544,13,85,8,6,29
1206,7789,684,100,801,21,66,0
1207,3068,1,12,9,0,14,7
1208,8955,35,0,4,0,0,10
1209,945,87,3,25,3,2,13
1210,5644,309,3,24,4,3,20
1211,7192,172,73,93,95,78,34
1212,2324,625,38,242,50,34,76
1213,697,972,59,913,25,19,59
1214,3439,157,6,39,6,13,75
1215,1506,48,9,45,3,15,20
1216,232,279,83,88,32,14,34
1217,8876,132,0,16,0,0,4
1218,4500,919,0,505,99,30,45
1219,9739,62,0,22,3,1,26
1220,10395,1,45,3,4,6,42
1221,1176,2,6,4,3,1,9
1222,1627,408,61,109,48,122,41
1223,938,51,1,7,2,1,25
1224,2740,62,1,16,3,2,6
1225,257,952,12,180,47,12,12
1226,4058,618,15,106,20,7,45
1227,7736,11,7,12,2,2,27
1228,8210,318,3,17,4,7,56
1229,833,56,0,14,0,0,2
1230,6230,110,5,59,7,1,7
1231,7325,23,0,11,2,1,3
1232,1307,27,5,8,8,3,12
1233,1502,18,3,19,3,3,6
1234,6211,18,0,9,0,1,11
1235,843,303,0,280,60,147,15
1236,4174,97,1,19,2,0,11
1237,9757,997,15,414,99,30,76
1238,6918,5,4,13,8,0,4
1239,286,95,11,35,0,4,7
1240,11086,1,6,2,3,6,3
1241,1921,46,1,12,3,0,9
1242,4138,411,106,147,54,115,66
1243,7718,244,51,270,101,0,45
1244,1291,152,9,121,12,12,45
1245,6862,1,1,3,1,1,1
1246,4136,10,17,18,8,26,40
1247,803,12,0,5,0,0,4
1248,4298,5,0,4,0,0,1
1249,10833,790,19,133,12,0,19
1250,9606,882,29,514,38,29,44
1251,8534,615,28,259,12,48,30
1252,5153,1004,59,265,115,59,27
1253,961,133,27,421,13,195,71
1254,5011,595,23,123,10,23,154
1255,6653,293,0,87,4,11,23
1256,9094,313,15,47,20,0,192
1257,810,151,81,86,168,91,64
1258,5493,15,0,2,0,0,6
1259,2147,736,63,946,219,189,126
1260,5107,15,0,8,4,2,20
1261,3979,982,17,672,23,34,51
1262,6049,1142,51,415,90,69,37
1263,8147,28,0,11,0,0,9
1264,1857,46,0,12,0,2,23
1265,3910,897,161,430,186,161,27
1266,5207,489,6,152,8,6,132
1267,11114,25,4,9,6,8,32
1268,5429,145,1,33,2,1,1
1269,9400,630,26,611,44,18,54
1270,1740,760,38,104,50,9,38
1271,7488,420,15,186,151,38,15
1272,195,125,17,52,3,19,30
1273,635,464,5,64,7,0,70
1274,7527,6,6,29,12,15,8
1275,10319,1090,12,96,16,12,60
1276,2296,3,2,11,2,2,10
1277,10637,24,0,27,8,30,10
1278,2931,737,21,106,55,63,210
1279,907,254,6,71,4,0,27
1280,3698,817,185,687,145,55,241
1281,9516,620,54,239,99,98,119
1282,679,13,4,20,0,0,1
1283,7384,113,61,204,34,26,47
1284,5043,7,23,78,133,49,144
1285,5267,16,2,18,2,1,5
1286,339,462,0,24,6,0,4
1287,2516,22,2,10,6,4,34
1288,9010,968,147,842,137,42,210
1289,378,283,112,151,51,72,125
1290,4808,1,2,5,6,0,3
1291,5068,14,1,7,2,1,1
1292,7628,30,5,24,6,3,8
1293,7128,4,0,5,0,1,5
1294,2811,52,0,9,0,0,1
1295,3551,62,1,57,19,11,48
1296,1663,20,2,14,3,0,10
1297,5543,545,7,114,37,21,78
1298,1577,558,79,622,207,175,95
1299,10641,6,5,4,13,4,25
1300,5336,39,1,9,2,0,8
1301,6024,1111,24,790,160,45,172
1302,1878,4,6,8,6,3,10
1303,3099,183,5,65,3,5,49
1304,6055,546,72,376,94,145,72
1305,5841,606,7,155,10,0,54
1306,3972,266,6,51,8,6,64
1307,4394,1142,29,249,38,29,14
1308,5758,1074,0,69,0,0,46
1309,6658,771,51,154,54,10,154
1310,4603,371,32,189,0,58,6
1311,8427,556,14,717,210,0,43
1312,10260,202,5,74,11,5,14
1313,7143,209,162,209,41,162,37
1314,8789,35,40,111,36,40,12
1315,6197,37,0,17,0,0,3
1316,4554,171,45,73,59,10,90
1317,4937,12,2,20,3,2,5
1318,1920,44,4,21,6,0,27
1319,8749,20,2,9,4,6,20
1320,1650,779,86,537,34,69,138
1321,10377,170,6,97,24,12,88
1322,9206,491,48,231,112,105,134
1323,10971,173,8,107,7,2,176
1324,6398,7,10,13,16,0,4
1325,9212,1205,0,235,19,14,205
1326,7937,10,7,25,6,3,7
1327,839,97,4,44,6,1,18
1328,4246,67,11,26,4,3,262
1329,158,345,53,528,98,75,97
1330,4832,6,5,17,3,24,46
1331,5621,73,57,100,71,15,0
1332,1945,711,36,217,172,96,168
1333,5147,774,70,118,182,187,93
1334,2535,163,0,480,0,126,75
1335,11039,82,33,54,71,30,41
1336,9495,358,108,413,141,97,32
1337,9635,66,2,40,4,3,14
1338,2173,13,6,7,0,3,3
1339,942,139,13,78,20,13,36
1340,9386,274,0,21,4,6,15
1341,5510,262,6,61,0,10,102
1342,873,1099,0,45,0,0,34
1343,2253,32,0,8,23,4,18
1344,5181,2,4,2,0,11,5
1345,979,6,10,21,19,14,42
1346,10390,6,7,4,3,4,6
1347,4698,135,46,92,65,61,11
1348,7793,641,7,84,0,30,38
1349,1745,714,76,395,116,0,12
1350,10590,794,73,573,0,29,14
1351,5080,420,0,452,182,64,140
1352,8369,1,2,7,4,3,11
1353,5232,86,12,75,33,15,6
1354,2407,823,25,459,124,29,95
1355,3834,231,161,215,171,30,53
1356,7912,8,15,27,0,20,33
1357,7712,182,17,259,77,70,29
1358,1065,557,129,984,193,37,18
1359,7275,79,1,31,4,4,12
1360,1343,368,24,68,38,0,88
1361,1384,6,4,14,8,8,22
1362,9967,160,15,196,15,11,50
1363,6181,488,21,238,56,108,28
1364,10507,691,7,69,0,7,23
1365,2674,543,10,205,160,143,82
1366,2698,254,7,108,20,0,26
1367,3231,5,4,10,2,2,7
1368,4096,112,19,21,16,14,5
1369,10476,134,11,59,15,2,30
1370,5948,143,6,52,11,8,17
1371,9140,51,4,24,4,7,1
1372,10258,27,0,5,0,0,3
1373,5675,459,0,24,6,0,4
1374,4743,689,8,167,11,8,88
1375,8805,283,10,38,0,13,27
1376,1542,347,0,35,4,3,7
1377,6770,5,13,14,0,5,31
1378,8773,280,0,18,0,0,24
1379,10475,187,5,65,26,20,14
1380,10420,95,14,64,2,9,38
1381,7514,84,10,34,11,10,28
1382,2902,19,4,12,2,2,6
1383,4345,5,1,9,2,0,4
1384,793,18,3,17,3,0,4
1385,10909,992,24,694,51,19,119
1386,3769,25,1,13,0,0,3
1387,8702,9,1,7,0,3,2
1388,4791,19,1,17,2,0,2
1389,2963,709,93,374,104,80,80
1390,8216,158,0,76,13,7,71
1391,8140,10,14,29,4,2,36
1392,10146,25,1,13,0,0,3
1393,5289,8,4,12,15,4,29
1394,2587,14,0,6,0,0,0
1395,4405,622,7,115,30,0,15
1396,8663,11,0,3,0,0,1
1397,2589,25,3,16,8,5,2
1398,3421,635,15,100,20,7,131
1399,10490,100,64,79,65,0,109
1400,4094,201,2,43,3,5,35
1401,9958,642,14,49,0,7,57
1402,2534,97,1,41,6,2,41
1403,4188,204,5,39,17,0,89
1404,6613,513,7,133,46,14,14
1405,10827,88,3,21,4,1,29
1406,5491,172,12,112,8,0,15
1407,8402,329,35,222,130,35,43
1408,8783,296,13,104,11,13,17
1409,10010,100,2,16,2,1,31
1410,618,422,7,238,69,46,15
1411,9121,1218,16,272,104,0,80
1412,361,5,1,7,2,1,4
1413,4310,507,93,520,242,40,26
1414,2678,52,12,50,4,36,55
1415,6376,191,56,139,51,8,100
1416,524,2,23,11,8,6,46
1417,10341,68,28,39,16,30,41
1418,5654,20,4,10,6,4,17
1419,4098,20,3,16,0,4,1
1420,5824,7,0,1,0,0,0
1421,7000,279,172,74,38,8,246
1422,2561,977,12,253,16,12,101
1423,5229,30,1,8,0,0,3
1424,4086,6,1,7,23,4,19
1425,2428,3,18,26,11,8,12
1426,8254,14,0,2,0,0,7
1427,2836,10,1,7,0,0,1
1428,8418,7,10,17,8,6,13
1429,1362,33,87,64,175,16,74
1430,7152,12,0,13,2,0,10
1431,10033,2,3,10,11,2,10
1432,9349,693,21,118,110,147,42
1433,274,9,3,15,2,3,2
1434,3388,129,26,67,3,67,2
1435,922,16,2,11,3,0,16
1436,8588,201,2,43,3,5,35
1437,2518,5,4,5,4,2,10
1438,574,14,36,11,3,26,35
1439,3220,29,12,59,19,1,36
1440,5967,26,2,19,10,5,8
1441,1183,9,1,4,3,2,3
1442,6856,14,0,23,4,5,19
1443,4530,972,19,595,180,26,138
1444,1553,966,168,672,246,105,126
1445,4682,99,27,102,28,48,6
1446,8204,482,35,553,72,160,17
1447,5221,714,8,99,11,0,47
1448,1232,587,54,348,71,54,130
1449,1927,399,27,159,58,8,39
1450,5788,56,10,92,19,7,25
1451,6652,227,151,573,98,54,31
1452,6246,703,102,601,0,58,43
1453,5975,37,0,17,0,0,3
1454,6875,167,13,180,86,13,70
1455,4399,458,81,356,106,50,40
1456,4042,91,3,52,2,1,31
1457,2157,15,8,16,11,5,22
1458,10133,1302,68,731,89,114,45
1459,2525,153,64,123,116,64,14
1460,8233,508,5,21,7,5,10
1461,9483,290,59,177,77,5,29
1462,2945,38,0,2,0,0,6
1463,10403,2,13,6,7,5,11
1464,5074,30,0,10,2,0,5
1465,10524,386,23,95,54,41,196
1466,4690,443,10,75,0,10,48
1467,7521,901,31,345,75,31,191
1468,7196,9,0,3,0,0,1
1469,4406,846,84,352,91,56,42
1470,9672,8,3,9,19,4,22
1471,4864,72,7,58,13,1,24
1472,4706,29,0,5,0,1,5
1473,4070,169,24,553,188,0,144
1474,25,460,35,422,33,12,153
1475,3697,69,8,26,12,7,12
1476,217,556,14,717,210,0,43
1477,4220,73,0,13,0,1,0
1478,5286,112,1,54,7,7,36
1479,9559,944,0,60,0,0,30
1480,2849,265,199,303,234,9,170
1481,7787,526,28,135,10,21,99
1482,3102,2,3,12,3,5,7
1483,5868,2,4,9,10,5,16
1484,8370,378,97,259,197,194,34
1485,9988,553,25,142,65,67,8
1486,2939,751,127,687,20,15,31
1487,5529,406,0,30,0,0,8
1488,9743,1449,89,161,69,35,107
1489,5763,123,17,171,39,0,30
1490,3478,267,42,309,55,42,21
1491,7494,209,0,40,3,2,15
1492,1763,1259,172,815,97,148,33
1493,7250,344,35,178,15,23,17
1494,2005,22,3,30,0,5,15
1495,10770,247,161,295,210,85,47
1496,6885,38,0,12,3,1,1
1497,2072,896,10,101,13,10,34
1498,9463,931,56,253,91,98,14
1499,6318,758,12,385,33,89,89
1500,4093,216,9,57,20,9,125
1501,5751,2,3,10,11,2,10
1502,3340,244,15,108,4,15,50
1503,3594,539,6,91,8,6,97
1504,3584,1181,26,120,17,13,39
1505,3643,750,8,125,11,8,26
1506,851,306,5,109,21,109,92
1507,7706,350,104,189,197,151,57
1508,3967,331,197,170,58,152,35
1509,10128,620,16,165,0,24,82
1510,486,434,137,400,45,137,45
1511,9,57,0,27,0,0,36
1512,9451,811,76,428,99,137,107
1513,9264,423,42,706,73,197,197
1514,3865,2,12,10,6,13,30
1515,2853,60,51,87,6,20,51
1516,1490,675,0,85,10,7,77
1517,6310,30,8,12,8,8,12
1518,10380,40,1,40,4,3,18
1519,3887,3,17,26,20,1,39
1520,4278,910,111,724,49,74,55
1521,8643,252,98,827,219,70,196
1522,1998,34,6,21,11,4,8
1523,10795,19,3,19,3,1,3
1524,11110,2,1,1,0,0,1
1525,2408,490,0,184,10,28,21
1526,202,332,194,377,149,125,57
1527,7998,53,8,17,13,0,21
1528,830,784,48,560,42,176,48
1529,3536,7,11,3,10,4,20
1530,6050,1171,43,219,19,14,47
1531,125,215,7,33,3,0,13
1532,3463,674,62,134,0,26,8
1533,2804,57,0,27,0,0,36
1534,3745,5,36,7,0,10,45
1535,9771,104,20,101,24,15,5
1536,451,9,0,7,2,0,4
1537,10530,431,82,441,80,20,102
1538,1079,1000,0,76,0,0,10
1539,8920,448,40,469,80,0,91
1540,6678,33,4,24,4,2,5
1541,3852,505,72,270,36,27,54
1542,528,267,38,701,149,165,63
1543,73,14,0,3,0,0,1
1544,5589,631,0,115,10,7,30
1545,10212,65,4,16,0,4,11
1546,6365,10,12,12,25,1,20
1547,5636,51,4,50,12,1,49
1548,591,293,35,179,46,59,65
1549,2217,11,1,2,2,1,6
1550,2544,50,1,27,6,7,1
1551,7725,173,26,255,35,71,81
1552,8091,423,184,368,13,97,21
1553,7321,292,30,415,63,33,200
1554,5462,757,80,217,29,80,11
1555,7791,12,1,6,0,1,5
1556,955,167,2,44,6,2,19
1557,4037,3,1,3,8,0,5
1558,6642,30,5,22,8,9,28
1559,2793,532,88,168,69,44,133
1560,5424,29,12,59,19,1,36
1561,879,411,0,26,0,0,21
1562,9530,5,3,4,4,1,0
1563,4828,71,99,278,185,121,38
1564,10699,46,0,40,3,0,3
1565,1497,268,11,88,15,3,22
1566,7476,928,63,254,0,12,12
1567,4390,459,15,171,142,23,31
1568,10478,483,0,108,0,6,36
1569,1081,733,9,180,12,19,66
1570,4261,1006,22,115,59,68,45
1571,9916,34,1,14,0,0,5
1572,5350,1156,120,915,94,144,96
1573,8135,7,4,23,7,0,11
1574,8685,244,15,108,4,15,50
1575,4967,233,0,23,0,0,12
1576,2130,35,3,67,10,8,24
1577,9298,1252,0,465,46,35,0
1578,8175,34,4,66,3,10,20
1579,6257,255,43,134,37,14,24
1580,3790,8,1,5,0,0,1
1581,9952,368,32,639,13,43,10
1582,3503,255,47,573,52,32,15
1583,5223,33,8,10,2,10,3
1584,4608,163,23,424,27,65,76
1585,1626,15,0,8,4,2,20
1586,4764,45,12,52,25,22,13
1587,2471,48,58,68,16,66,43
1588,5892,158,6,45,8,2,2
1589,2612,754,160,625,63,32,48
1590,4971,108,1,28,13,1,4
1591,5185,199,66,315,97,174,41
1592,10069,2,7,5,2,15,27
1593,2262,202,5,74,11,5,14
1594,1131,85,0,3,0,0,7
1595,1041,322,3,50,4,3,42
1596,24,18,2,19,0,2,6
1597,3409,141,8,129,3,11,47
1598,7022,739,107,309,140,80,35
1599,7943,18,0,6,3,3,5
1600,5272,378,0,88,19,4,73
1601,5453,1083,108,649,253,151,108
1602,2565,1016,12,215,16,12,63
1603,800,23,1,6,0,0,2
1604,11092,12,1,21,2,2,3
1605,5062,35,0,4,0,0,0
